# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "1" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/featurecounts.txt" "rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000141252.19	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	508668;517382;518953;519119;519826;519826;519826;519855;521601;521601;521601;521601;522925;531968;532318;532708;532827;532827;532842;532842;532842;536424;537028;537028;537028;537028;537028;537028;537028;551634;551872;551872;551872;551872;551872;551872;551872;553380;553380;553380;553380;553380;553380;553380;553433;560426;560426;560426;560426;560426;560426;560426;560426;562503;562503;562503;562503;562503;562503;562503;562503;586270;586270;586270;586270;586270;586270;586270;599945;600880;601795;601795;601795;601795;601795;601795;601795;601795;623533;623533;623533;623533;623533;623533;623533;627174;627174;627174;627174;627174;627174;627174;628088;628088;628088;628088;628088;628088;631550;631550;631550;631550;631550;631550;631550;632744;653291;653291;653291;653291;653291;653291;653326;655838;655838;655838;655838;655838;655838;655838;657429;661809;661809;661809;661809;661809;661809;661809;673696;674367;676180;676180;685037;697418;697418;697418;697418;697418;697418;697418;697418;697418;699331;699331;699331;699331;699331;699331;699331;699331;699331;699343;705625;710533;710533;710533;710533;710533;710533;710533;710533;710533;710533;710533;714142;714623;714623;714623;714623;714623;714623;714623;714623;714623;721591	519298;517639;519298;519298;519930;519930;519930;519930;521738;521738;521738;521738;522995;532911;532911;532911;532911;532911;532993;532911;532911;539204;537176;537176;537176;537176;537176;537176;537176;551950;551950;551950;551950;551950;551950;551950;551950;553462;553462;553462;553462;553462;553462;553462;553462;560573;560573;560573;560573;560573;560573;560573;560573;562745;562745;562745;562745;562686;562745;562745;562745;586364;586364;586364;586364;586364;586364;586364;600094;601077;601896;601896;601896;601896;601896;601896;601896;601896;623674;623674;623674;623674;623674;623674;623674;627316;627316;627316;627316;627316;627316;627316;628231;628231;628231;628231;628231;628231;631628;631628;631628;631628;631628;631628;631628;632841;653410;653410;653410;653410;653410;653410;653410;655953;655953;655953;655953;655953;655953;655953;657549;661895;661895;661895;661895;661895;661895;661895;675667;674883;676345;676407;685195;697484;697484;697484;697484;697484;697484;697484;697484;697484;699380;699380;699380;699380;699380;699380;699380;699380;699380;699380;706095;710613;710613;710613;710613;710613;710613;710613;710613;710613;710613;710613;714513;714709;714814;714856;714791;714709;714830;714843;714846;714856;721717	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	20899	974	1070	1033	1008	969	949	1063	1090	1029	1005	1158	1062	1287	1300	1122	1104	1044	1287	1319	1281	1323	1432	1924	1950	676	688	666	734	596	572	709	887	780	742	1127	847
ENSG00000263300.1	chr17;chr17	523140;540389	523429;540576	+;+	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000262905.1	chr17;chr17	552566;553177	552916;553417	+;+	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262708.1	chr17	616002	616595	+	594	0	1	1	3	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244097.1	chr17	656794	657547	-	754	41	52	53	49	58	44	30	38	45	45	45	59	142	145	197	190	105	154	158	157	163	149	154	128	121	95	185	233	104	80	107	98	136	139	131	148
ENSG00000167695.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	732412;732412;732546;732584;732677;733098;733098;733098;733125;737846;737846;737846;740505;740505;740505;740505;741301;741301;741301;741301;741301;741664;742597	732769;733181;732769;732769;733181;733181;733181;733181;733181;738047;738047;738047;740586;740600;740600;740600;742841;742883;741365;742014;742972;742052;742884	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2740	1206	1097	974	989	1148	1136	1100	1048	987	987	782	799	1279	1254	520	468	989	1393	1620	1684	1194	1159	1008	959	315	296	64	63	333	291	374	415	391	322	227	191
ENSG00000179409.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	744414;744623;746631;747167;747240;747441;747545;747844;749814;749814;749814;751651;752133;752133;752133;752618;753959	748032;749351;747282;748032;748032;748032;748032;748032;749909;749909;749909;752038;752261;752174;752185;752776;753999	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5751	2171	2262	1661	1533	2366	2222	2033	2047	2014	2045	1936	2001	2858	2756	1065	856	2394	3434	3055	3056	2456	2488	3308	3136	1243	1301	305	351	1329	1155	1814	2293	1403	1298	1747	1516
ENSG00000231784.8	chr17;chr17;chr17;chr17;chr17;chr17	752660;752667;752884;754309;754408;754408	755336;753025;753133;754331;754888;754888	+;+;+;+;+;+	2677	21	17	15	13	22	18	11	16	11	13	12	6	12	14	13	15	5	20	23	29	15	14	8	8	22	18	8	7	21	9	26	32	27	15	11	8
ENSG00000167699.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	757097;759097;759310;759323;759330;759452;760022;760064;760073;760098;760111;760188;769869;769869;769869;769869;769869;769869;769869;769869;769869;770044;770044;770044;770044;770044;770044;770044;770044;770044;770044;770421;770421;770421;770421;770421;770421;770421;770421;770421;770429;771325;771325;771325;771325;771325;771325;771325;771325;771325;771325;771325;771451;775775;775775;775775;775775;775775;775775;775775;775775;775775;775775;775775;776868;776868;776868;776868;776868;776868;776868;776868;776868;776868;776868;776881;778302;778423;778622;778622;778622;778622;778622;778641;778695;778695;778695;778695;778695;778695;778790;780618;780684;780684;781863;781863;782166;782166;782166;782166;782166;782166;782166;782166;782166;782166;782166;782166;782166;782166;782239;782453;782559;783083	757321;760238;760238;760238;760238;760238;760238;760238;760238;760238;760161;760238;769955;769955;769955;769955;769955;769955;769955;769955;769955;770157;770157;770157;770224;771461;770157;770157;770157;770157;770157;770507;770507;770507;770507;770507;770507;770507;770507;770507;770507;771461;771461;771461;771461;771461;771461;771404;771461;771379;771461;771461;771461;775919;775919;775919;775919;775919;775919;775919;775919;775919;775919;775919;776988;776988;776988;776988;776988;776988;776988;776988;777692;776988;776988;776988;778744;778744;778744;778661;778661;778744;778744;778661;778744;778744;778744;778810;778744;778744;778810;780738;780738;780738;782043;782193;782255;782237;782280;782255;782279;782279;782291;782276;782341;782294;782255;782280;782267;782280;782451;782557;782687;783390	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5603	1805	1801	1798	1787	1782	1778	1801	1826	1688	1717	1295	1251	2398	2443	2320	1964	1900	2498	2437	2555	2622	2545	2574	2805	1621	1691	1347	1547	1471	1367	1717	1922	1883	1738	1595	1343
ENSG00000262228.2	chr17;chr17;chr17	763565;763565;765016	765319;765014;765319	-;-;-	1755	1	3	1	2	3	4	2	6	5	7	1	1	1	8	3	5	1	2	5	2	3	6	5	3	16	23	20	19	12	18	24	13	20	13	8	9
ENSG00000171861.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	782273;782358;782367;782600;783083;783083;783083;787965;787965;787965;791534;791534	782692;782692;782692;782692;783327;783517;783327;788198;788132;788132;791766;792509	+;+;+;+;+;+;+;+;+;+;+;+	2065	631	689	751	688	682	658	719	718	576	641	605	638	792	794	615	499	641	911	960	971	774	797	1190	1163	579	577	291	399	530	485	724	857	687	633	780	714
ENSG00000262434.1	chr17;chr17	789744;790279	789982;790525	-;-	486	0	0	0	0	1	0	1	0	0	1	0	0	2	1	7	3	4	0	0	2	1	3	3	3	0	0	1	0	0	0	0	1	1	1	0	0
ENSG00000277491.1	chr17	795306	795794	+	489	1	2	3	1	2	1	1	2	2	1	0	0	8	4	4	5	5	5	12	10	5	2	7	5	3	1	4	6	5	1	3	12	2	3	3	3
ENSG00000167693.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	799313;799313;800388;800481;800768;800788;803682;803682;803682;803682;803682;803682;805068;805068;805068;805210;819114;819439;819439;819439;819439;822357;822357;822357;822357;822357;823632;823632;823632;823632;823632;823646;823687;825566;825961;825961;825961;825961;825961;825961;825961;863887;864015;896886;905153;907704;929663;929956;933345;978299;979319;979319;979319	801131;801131;801131;801131;801131;801131;803806;803806;803806;803984;803806;803806;805247;805247;805247;805248;819545;819545;819545;819545;819545;822457;822457;822457;822457;822457;823765;823765;823765;823765;823765;823765;823765;826078;826078;826078;826078;826078;826001;826078;826078;864097;864111;897014;905242;908034;930051;930431;933413;978630;979770;979462;979349	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5880	369	337	236	219	333	358	288	304	329	342	515	533	2843	2844	1966	1740	2320	3295	3158	3061	3242	2936	3922	3848	395	422	297	316	376	286	214	264	477	414	892	782
ENSG00000262133.1	chr17;chr17	877902;879880	878272;880093	+;+	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262003.1	chr17;chr17	909632;910694	909932;911212	+;+	820	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	6	1	1	1	4	2	2	3	2	4	0	1
ENSG00000263017.1	chr17	959034	959366	+	333	0	4	5	2	0	6	1	1	1	3	4	2	2	0	2	2	2	2	2	5	0	0	1	3	2	5	4	9	1	2	2	4	7	8	2	6
ENSG00000177370.4	chr17;chr17;chr17;chr17	997117;998779;999512;1001012	997380;998975;999584;1003671	+;+;+;+	3194	989	954	879	808	1037	1058	934	907	932	929	736	680	1120	1071	658	517	848	1308	1336	1374	1165	1071	1395	1362	727	749	281	286	719	615	998	1256	847	746	887	742
