# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "4" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.featurecounts.txt" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000279382.1	chr17	76090308	76091669	+	1362	0
ENSG00000275360.1	chr17	76098019	76098076	-	58	0
ENSG00000129654.7	chr17;chr17;chr17	76136333;76139898;76141114	76138120;76140564;76141299	-;-;-	2641	0
ENSG00000267128.1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76140556;76140581;76141516;76143174;76143230;76144922;76144925;76145422;76145422;76146274;76147294;76153125;76153133;76153133;76153712;76154050;76154050;76154100;76154333;76154338	76140680;76140680;76141604;76143348;76143348;76145086;76145086;76145523;76145564;76146337;76147599;76153460;76153483;76153788;76153788;76154202;76154283;76154202;76154650;76154643	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2283	0
ENSG00000141576.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76142453;76142633;76144340;76144663;76145015;76145279;76147269;76152355;76152355;76152355;76152355;76154283;76154283;76154283;76154302;76155252;76155252;76155252;76155562;76155562;76155562;76155562;76156210;76156210;76156210;76156210;76158393;76158393;76158393;76159335;76159335;76161535;76161535;76161562;76161843;76161843;76161843;76162552;76162552;76162761;76164748;76164748;76165502;76165502;76165502;76166461;76166461;76166461;76167009;76167009;76167009;76167651;76167651;76173702;76173702;76211877;76212364;76212364;76240153;76240153;76240153	76145353;76142846;76145353;76144734;76145353;76145353;76147309;76152583;76152465;76152465;76152465;76154328;76154328;76154328;76154328;76155317;76155317;76155317;76155734;76155734;76155734;76155734;76156370;76156321;76156256;76156321;76158523;76158501;76158501;76159573;76159573;76161647;76161647;76161647;76162145;76162002;76162002;76162623;76162623;76164795;76164795;76164795;76165545;76165545;76165545;76166527;76166527;76166527;76167082;76167126;76167126;76167797;76167797;76173790;76173790;76212482;76212482;76212482;76240373;76240301;76240308	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7802	175
ENSG00000267376.1	chr17	76202644	76202796	-	153	0
ENSG00000228218.1	chr17	76225751	76226806	-	1056	1883
ENSG00000185262.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76265202;76265371;76265703;76265907;76265907;76270194;76270194;76270194	76265625;76265403;76265969;76265969;76265969;76271299;76270383;76270586	+;+;+;+;+;+;+;+	1797	169
ENSG00000129646.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76274049;76274051;76274051;76274131;76274184;76275819;76275819;76275819;76275819;76275819;76276680;76276680;76276680;76276680;76276680;76277163;76277163;76277163;76277989;76277989;76277989;76277989;76279041;76279041;76279041;76279041;76279363;76279363;76279363;76279363;76280033;76280033;76280033;76280033;76280287;76280287;76280287;76280287;76280287;76280654;76280654;76280654;76280654;76280831;76280831;76280831;76280831;76281864;76281864;76281864;76281864;76287192;76287192;76287192;76287192;76287800;76287800;76287800;76287800;76289992;76289992;76289992;76289992;76291015;76291015;76291015;76301443;76304415;76304415;76304415;76304882;76304882;76304882;76307465;76307465;76307465	76274243;76274243;76274243;76274243;76274243;76275947;76275947;76275947;76275947;76275947;76276767;76276705;76276767;76276767;76276767;76277310;76277310;76277310;76278189;76278189;76278189;76278189;76279142;76279142;76279142;76279142;76279428;76279428;76279428;76279428;76280154;76280154;76280154;76280154;76280451;76280357;76280451;76280451;76280451;76280728;76280728;76280728;76280728;76280953;76280953;76280953;76280953;76282115;76282115;76282115;76282115;76287306;76287306;76287306;76287306;76287897;76287897;76287897;76287897;76290077;76290077;76290077;76290077;76291252;76294021;76294021;76301540;76304525;76304525;76304525;76304941;76304941;76304941;76307998;76307680;76307565	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5775	114
ENSG00000161542.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76309486;76310934;76311386;76312793;76312793;76312870;76312870;76312870;76312870;76313199;76313601;76313821;76313821;76313821;76313821;76313824;76328717;76328717;76328717;76328717;76328717;76328717;76328717;76330043;76330043;76330043;76330043;76330043;76330483;76330551;76330551;76330551;76330551;76330552;76332263;76332263;76332263;76332263;76332263;76332263;76332287;76344671;76344671;76344671;76344671;76344671;76344671;76344671;76348529;76348529;76348529;76348529;76348529;76348529;76348529;76353061;76353534;76353534;76354117;76354843;76383846;76384381	76311700;76311700;76311700;76314690;76313016;76313016;76313016;76313016;76313016;76313740;76313891;76313891;76313891;76313891;76313891;76313891;76328864;76328862;76328862;76328862;76328986;76328862;76328862;76330098;76330301;76330098;76330098;76330098;76330666;76330666;76330666;76330666;76330666;76330666;76332435;76332435;76332435;76332435;76332435;76332435;76332435;76344737;76344737;76344737;76344737;76344737;76344737;76344737;76348581;76348581;76348581;76348581;76348581;76348581;76348581;76353452;76354149;76353628;76354198;76354929;76384484;76384521	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6939	920
ENSG00000251779.1	chr17	76319376	76319473	+	98	0
ENSG00000207169.1	chr17	76337316	76337422	+	107	0
ENSG00000267518.1	chr17	76345761	76346081	+	321	0
ENSG00000176170.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76376584;76376661;76377304;76379387;76381537;76381771;76382977;76383919;76384609;76384621;76384650;76385292;76385451;76385451;76385451;76385451;76385451;76385451;76385451;76385451;76385943;76385985;76385985;76385985;76385985;76385985;76385985;76385985;76386023;76386221;76386221;76386221;76386221;76386221;76386221;76386221;76386221;76386221;76386393;76386393;76386393;76386393;76386393;76386393;76386393;76386393;76386806;76386806;76386806;76386806;76386806;76386806;76386806	76376812;76376812;76377404;76379727;76381658;76381978;76383529;76383977;76384806;76384806;76385169;76385654;76385654;76385654;76385654;76385654;76386137;76385654;76385654;76385654;76386137;76386137;76385991;76386137;76386137;76386137;76386137;76386137;76386137;76386315;76386315;76386315;76386315;76386561;76386315;76386315;76386315;76386315;76386469;76386508;76386508;76386508;76386508;76386508;76386508;76386508;76387857;76387860;76387855;76387860;76386887;76387860;76387856	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4416	871
ENSG00000175931.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76389451;76389797;76391756;76391756;76391910;76391910;76395358;76395725;76395725;76396128;76396128;76397799;76397799;76397799;76397808;76398255;76398255;76398255;76398255;76398472;76398472;76398472;76398472;76398837;76398837;76398837;76398837;76399308;76399449;76399449;76399449;76399789;76400147;76400147;76400222;76400441;76400441;76400441;76401011;76401011;76401011;76401731;76402064;76402064;76402064;76402602;76402602;76402602;76402602;76405206;76405206;76405206;76405513;76405513;76452725;76452725	76391613;76391613;76391813;76391813;76392113;76392113;76396821;76395861;76395861;76396821;76396821;76397888;76397891;76397888;76397888;76398383;76398383;76398383;76398383;76398584;76398584;76398584;76398584;76398991;76398991;76398991;76398991;76399374;76399921;76399617;76399921;76399921;76400297;76400297;76400297;76400550;76400550;76400550;76401154;76401154;76401154;76402127;76402127;76402127;76402127;76402699;76402699;76402699;76402641;76405232;76405316;76405316;76405572;76405572;76453141;76453206	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6472	1655
ENSG00000242931.1	chr17	76430417	76431124	-	708	0
ENSG00000129673.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76453351;76459247;76462316;76465883;76467569;76467718;76468610;76468672;76468672;76468672;76469117;76469173;76469173;76469173;76469665;76469665;76469665;76469665	76453782;76459366;76462480;76466232;76467727;76467727;76468909;76468909;76468909;76468909;76469327;76469327;76469327;76469327;76470001;76470117;76470117;76469687	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2190	7
ENSG00000129667.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76470891;76470896;76471069;76471814;76472686;76472686;76472686;76472686;76473005;76473005;76473005;76473252;76473252;76473252;76473648;76473648;76473648;76473839;76473839;76473839;76474033;76474033;76474033;76474204;76474373;76474373;76474373;76474660;76474730;76474730;76474730;76475030;76475030;76475030;76475030;76475923;76476830;76476830;76476830;76476830;76477180;76477180;76477180;76477180;76477180;76477646;76477657;76477657;76477657;76477657;76478806;76478806;76478806;76478806;76479082;76479082;76479082;76479082;76479146;76479212;76479733;76479733;76479733;76479733;76479733;76479733;76479736;76479783;76479786;76481375;76481375;76481375;76481375;76481375;76481375;76481375;76481375;76481375;76481375;76481383;76481384;76481439;76481446;76481485;76487411;76487712;76487712;76487712;76487712;76487712;76487712;76487712;76487712;76487712;76487712;76487712;76487712;76487974;76487974;76487974;76488015;76493062;76493062;76493062;76500936;76501353;76501353;76501353;76501353;76501353;76501353;76501353;76501459	76472052;76472052;76472052;76472170;76472839;76472839;76472839;76473105;76473105;76473075;76473105;76473327;76473327;76473327;76473742;76473742;76473742;76473902;76473902;76473902;76474142;76474142;76474142;76474534;76474534;76474534;76474534;76474804;76474804;76474804;76474804;76475141;76475141;76475141;76475141;76477024;76477024;76477024;76477024;76477024;76477287;76477298;76477298;76477298;76477298;76477785;76477785;76477785;76477785;76477731;76479009;76479009;76479277;76479009;76479277;76479277;76479277;76479277;76479277;76479277;76479941;76479854;76479854;76479854;76479941;76479854;76479854;76479854;76479854;76481545;76481545;76481545;76481527;76481545;76481545;76481894;76481545;76481545;76481547;76481545;76481545;76481545;76481545;76481545;76487909;76487909;76487909;76487909;76488132;76488178;76487909;76487851;76487851;76487909;76487909;76487851;76487851;76488132;76488132;76488132;76488132;76493202;76493154;76493154;76501371;76501421;76501415;76501407;76501415;76501412;76501423;76501384;76501790	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6924	872
ENSG00000161544.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76527356;76528057;76528282;76528368;76528534;76528707;76530979;76530979;76530979;76531460;76531460;76531460;76531460;76531876;76537400;76537400;76550862	76528611;76528611;76528611;76528611;76528611;76528993;76531142;76531142;76531142;76531691;76531691;76531691;76531691;76532065;76537652;76537905;76551175	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2949	10
ENSG00000214140.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76527586;76527789;76538064;76538416;76540033;76540090;76540471;76540505;76540505;76540505;76540505;76540505;76540505;76540536;76540549;76540549;76542553;76542553;76542553;76542553;76542553;76542553;76542553;76542553;76543029;76543029;76543029;76543029;76543029;76543029;76543029;76543029;76543034;76543803;76543803;76543803;76543803;76543803;76543803;76543803;76543843;76544232;76545530;76545530;76545530;76545530;76545896;76546064;76547290;76553109;76553109;76553109;76553109;76553109;76553109;76553109	76527833;76527833;76538507;76538507;76540215;76540215;76540573;76540573;76540573;76540573;76540573;76540573;76540573;76540573;76540573;76540573;76542633;76542633;76542633;76542633;76542633;76542633;76542633;76542633;76543107;76543121;76543121;76543121;76543121;76543121;76543121;76543121;76543387;76544370;76543932;76543932;76545376;76544370;76545345;76543838;76544370;76544370;76545636;76545636;76547372;76545636;76546131;76546131;76547372;76553578;76553578;76553574;76553578;76553337;76553194;76553578	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5305	1
ENSG00000267546.2	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76545668;76550841;76550862;76551580;76551780;76552837;76557172;76557624;76557624;76557624	76545914;76551163;76551163;76552089;76552222;76552931;76557297;76557652;76557683;76557648	-;-;-;-;-;-;-;-;-;-	1494	1
ENSG00000267543.1	chr17;chr17	76549951;76550540	76550233;76550826	+;+	570	1
ENSG00000272386.1	chr17	76551352	76551750	+	399	0
ENSG00000163597.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76557766;76557767;76557769;76557769;76557770;76557778;76557792;76557970;76558374;76558463;76558945;76558945;76561288;76561288;76561288;76561288;76561288;76561288;76563119;76563119;76563119;76563119;76563119;76563973	76557857;76557857;76560433;76557857;76557857;76559043;76557857;76558460;76558600;76558600;76559043;76559043;76561751;76561398;76561398;76561398;76561398;76561398;76563482;76563160;76565343;76563753;76565348;76565279	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5362	1684
ENSG00000274091.1	chr17	76558791	76558868	+	78	0
ENSG00000199961.1	chr17	76561109	76561192	+	84	0
ENSG00000278261.1	chr17	76561634	76561705	+	72	0
ENSG00000284526.1	chr17;chr17	76563710;76567453	76566271;76570544	-;-	5654	1
ENSG00000070731.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76565379;76566106;76566133;76567453;76567453;76567453;76568713;76568713;76568717;76570565;76570565;76570565;76570565;76570579;76570898;76570910;76572637;76572637;76572637;76572637;76572637;76573195;76573195;76573195;76573195;76573195;76573342;76574365;76574365;76574365;76574365;76574365;76574481;76578756;76578756;76578756;76578756;76578756;76580971;76585684;76585684;76585684;76585684;76586869	76566271;76566271;76566271;76567552;76567552;76567552;76568913;76568796;76568894;76571142;76570668;76570633;76570668;76570668;76570923;76570923;76572775;76572775;76572775;76572775;76572775;76573299;76573363;76573363;76573363;76573349;76573363;76574539;76574539;76574539;76574539;76574539;76574539;76578816;76578983;76578816;76578816;76578816;76581052;76586030;76586128;76585856;76585857;76586956	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3098	1
ENSG00000267078.1	chr17	76569792	76571240	+	1449	0
ENSG00000267084.1	chr17	76595584	76595772	-	189	0
ENSG00000070526.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76624761;76624763;76624763;76625125;76625648;76625819;76625819;76625819;76625819;76625850;76626006;76626006;76626006;76626006;76626006;76626051;76626289;76626289;76626289;76626289;76626318;76626651;76626651;76626651;76626651;76626651;76627067;76627067;76627067;76627067;76627067;76627067;76627098;76627415;76627415;76627415;76627415;76627415;76629012;76629012;76629012;76629012;76629012;76629395;76633595;76637471;76637600;76641808;76643508;76643508;76643508;76643508;76643508;76643508;76643508	76625527;76625527;76625527;76625527;76626095;76625918;76625918;76625918;76625918;76625918;76626095;76626095;76626095;76626095;76626095;76626095;76626392;76626392;76626392;76626392;76626391;76626789;76626789;76626789;76626789;76626789;76627167;76627112;76627238;76627238;76627238;76627238;76627272;76627583;76627583;76627583;76627583;76627583;76629711;76629234;76629711;76629711;76629711;76629711;76633815;76637736;76637736;76641904;76643838;76643757;76643660;76643786;76643774;76643660;76643693	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3448	0
ENSG00000199735.1	chr17	76656320	76656422	+	103	0
ENSG00000261335.1	chr17	76671942	76673658	+	1717	1
ENSG00000182534.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76672551;76679569;76679569;76679571;76680534;76680617;76680777;76683847;76683847;76685072;76685072;76685072;76685072;76685072;76685072;76685072;76688113;76688113;76688113;76688113;76688113;76688113;76688113;76688670;76688670;76709498;76710605;76710605;76710605	76677702;76680879;76680879;76680879;76680879;76680879;76680879;76683927;76683927;76685165;76685165;76685165;76685165;76685165;76685165;76685165;76688176;76688176;76690219;76688176;76688176;76688176;76688176;76688887;76688705;76709597;76710955;76711004;76711016	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9257	1216
ENSG00000212418.1	chr17	76703632	76703727	-	96	0
ENSG00000277382.1	chr17	76709760	76710045	+	286	0
ENSG00000070495.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76712832;76712832;76718446;76718446;76718453;76718453;76718500;76718672;76718733;76718733;76720360;76720360;76720360;76720360;76720360;76720360;76720360;76721263;76721263;76721263;76721263;76721798;76721798;76721798;76721798;76721798;76721798;76723772;76723772;76723772;76723772;76723772;76723772;76725467;76725467;76725467;76725467;76725467;76725467;76726347;76726347;76726347;76726347;76726347;76726347	76716722;76716722;76718860;76718860;76718860;76718860;76718860;76718860;76718860;76718860;76720498;76720498;76720637;76720498;76720498;76720498;76720498;76721356;76721356;76721351;76721382;76721933;76721933;76721933;76721933;76721933;76721933;76724058;76724058;76724058;76724058;76724058;76724058;76725855;76725855;76725855;76725855;76725855;76725855;76726503;76726679;76726784;76726784;76726799;76726590	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5969	560
ENSG00000274051.1	chr17	76721216	76721396	-	181	1
ENSG00000181038.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76726830;76726830;76726839;76726840;76726843;76726843;76726850;76726851;76726851;76726854;76726868;76726870;76726965;76726970;76726970;76729690;76729690;76729690;76729690;76729690;76729690;76729690;76729692;76732656;76732978;76732978;76732978;76732978;76732978;76732978;76732978;76732978;76732978;76732978;76732978;76732978;76732978;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733293;76733521;76733521;76733521;76733521;76733521;76733521;76733521;76733521;76733521;76733521;76733521;76733521	76726879;76727213;76726879;76727213;76726879;76727178;76726879;76727213;76726879;76727178;76727178;76727357;76727178;76727213;76727178;76729794;76729794;76729794;76729794;76729794;76729794;76729794;76729794;76733215;76733215;76733377;76733215;76733215;76733215;76733215;76733215;76733215;76733215;76733215;76733215;76733215;76733215;76733381;76733381;76733377;76733377;76733516;76733598;76733377;76733377;76733377;76733377;76733341;76733381;76733377;76733377;76733866;76733879;76733936;76733602;76733643;76733686;76733738;76733880;76733564;76733758;76733936;76733878	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1914	264
ENSG00000267168.1	chr17;chr17	76732978;76738282	76733215;76738522	+;+	479	0
ENSG00000161547.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76734115;76734119;76734123;76734147;76734163;76734252;76734303;76734577;76735061;76735061;76735061;76735061;76735137;76735618;76735772;76735772;76735772;76736154;76736154;76736154;76736154;76736154;76736380;76736405;76736799;76736799;76736799;76736799;76736799;76736835;76736835	76736464;76735158;76734562;76735158;76734562;76734562;76734562;76735158;76735661;76735158;76735158;76735158;76735158;76736154;76735875;76736008;76735875;76736464;76736464;76736464;76736555;76736464;76736443;76736443;76737331;76737308;76737374;76737333;76737331;76737331;76737331	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3017	6824
